Jurisdiction,Year,Fuel,Unit,Quantity
VIC,2017,Large-scale solar PV,GWh,19.808
VIC,2017,Natural gas,GWh,4150.679
VIC,2017,Oil products,GWh,171.048
VIC,2017,Small-scale solar PV,GWh,1343.103
VIC,2017,Total,GWh,50965.114
VIC,2017,Total non-renewable,GWh,42598.394
VIC,2017,Total renewable,GWh,8366.72
VIC,2017,Wind,GWh,3748.346
VIC,2018,Biomass,GWh,776.655
VIC,2018,Black coal,GWh,
VIC,2018,Brown coal,GWh,35961.409
VIC,2018,Geothermal,GWh,
VIC,2018,Hydro,GWh,2974.361
VIC,2018,Large-scale solar PV,GWh,198.914
VIC,2018,Natural gas,GWh,2937.781
VIC,2018,Oil products,GWh,187.48
VIC,2018,Small-scale solar PV,GWh,1659.084
VIC,2018,Total,GWh,49312.457
VIC,2018,Total non-renewable,GWh,39086.67
VIC,2018,Total renewable,GWh,10225.787
VIC,2018,Wind,GWh,4616.773
VIC,2019,Biomass,GWh,819.305
VIC,2019,Black coal,GWh,
VIC,2019,Brown coal,GWh,33221.917
VIC,2019,Geothermal,GWh,
VIC,2019,Hydro,GWh,2280.845
VIC,2019,Large-scale solar PV,GWh,771.357
VIC,2019,Natural gas,GWh,3889.51
VIC,2019,Oil products,GWh,201.997
VIC,2019,Small-scale solar PV,GWh,2167.088
VIC,2019,Total,GWh,48783.187
VIC,2019,Total non-renewable,GWh,37313.424
VIC,2019,Total renewable,GWh,11469.763
VIC,2019,Wind,GWh,5431.169
VIC,2020,Biomass,GWh,846.316
VIC,2020,Black coal,GWh,
VIC,2020,Brown coal,GWh,34194.094
VIC,2020,Geothermal,GWh,
VIC,2020,Hydro,GWh,2488.68
VIC,2020,Large-scale solar PV,GWh,1022.438
VIC,2020,Natural gas,GWh,2258.651
VIC,2020,Oil products,GWh,200.727
VIC,2020,Small-scale solar PV,GWh,2786.414
VIC,2020,Total,GWh,50530.803
VIC,2020,Total non-renewable,GWh,36653.472
VIC,2020,Total renewable,GWh,13877.331
VIC,2020,Wind,GWh,6733.484
VIC,2021,Biomass,GWh,755.558
VIC,2021,Black coal,GWh,
VIC,2021,Brown coal,GWh,33478.889
VIC,2021,Geothermal,GWh,0
VIC,2021,Hydro,GWh,2924.895
VIC,2021,Large-scale solar PV,GWh,1824.572
VIC,2021,Natural gas,GWh,1619.344
VIC,2021,Oil products,GWh,190.158
VIC,2021,Small-scale solar PV,GWh,3587.634
VIC,2021,Total,GWh,53059.863
VIC,2021,Total non-renewable,GWh,35288.39
VIC,2021,Total renewable,GWh,17771.473
VIC,2021,Wind,GWh,8678.813
VIC,2022,Biomass,GWh,747.722
VIC,2022,Black coal,GWh,
VIC,2022,Brown coal,GWh,31410.665
VIC,2022,Geothermal,GWh,0
VIC,2022,Hydro,GWh,3350.779
VIC,2022,Large-scale solar PV,GWh,1876.873
VIC,2022,Natural gas,GWh,2596.867
VIC,2022,Oil products,GWh,201.602
VIC,2022,Small-scale solar PV,GWh,4246.171
VIC,2022,Total,GWh,54532.101
VIC,2022,Total non-renewable,GWh,34209.134
VIC,2022,Total renewable,GWh,20322.967
VIC,2022,Wind,GWh,10101.422
WA,2015,Biomass,GWh,147.579
WA,2015,Black coal,GWh,10757.914
WA,2015,Brown coal,GWh,
WA,2015,Geothermal,GWh,
WA,2015,Hydro,GWh,211.912
WA,2015,Large-scale solar PV,GWh,24.562
WA,2015,Natural gas,GWh,19844.343
WA,2015,Oil products,GWh,3908.801
WA,2015,Small-scale solar PV,GWh,689.999
WA,2015,Total,GWh,37158.254
WA,2015,Total non-renewable,GWh,34511.059
WA,2015,Total renewable,GWh,2647.196
WA,2015,Wind,GWh,1573.144
WA,2016,Biomass,GWh,180.788
WA,2016,Black coal,GWh,11370.417
WA,2016,Brown coal,GWh,
WA,2016,Geothermal,GWh,
WA,2016,Hydro,GWh,218.864
WA,2016,Large-scale solar PV,GWh,33.115
WA,2016,Natural gas,GWh,22122.722
WA,2016,Oil products,GWh,3190.049
WA,2016,Small-scale solar PV,GWh,841.924
WA,2016,Total,GWh,39509.805
WA,2016,Total non-renewable,GWh,36683.188
WA,2016,Total renewable,GWh,2826.617
WA,2016,Wind,GWh,1551.927
WA,2017,Biomass,GWh,169.757
WA,2017,Black coal,GWh,10985.877
WA,2017,Brown coal,GWh,
WA,2017,Geothermal,GWh,
WA,2017,Hydro,GWh,217.873
WA,2017,Large-scale solar PV,GWh,60.431
WA,2017,Natural gas,GWh,24004.608
WA,2017,Oil products,GWh,2549.45
WA,2017,Small-scale solar PV,GWh,1062.232
WA,2017,Total,GWh,40594.353
WA,2017,Total non-renewable,GWh,37539.934
WA,2017,Total renewable,GWh,3054.419
WA,2017,Wind,GWh,1544.127
WA,2018,Biomass,GWh,150.612
WA,2018,Black coal,GWh,10402.027
WA,2018,Brown coal,GWh,
WA,2018,Geothermal,GWh,
WA,2018,Hydro,GWh,217.117
WA,2018,Large-scale solar PV,GWh,117.576
WA,2018,Natural gas,GWh,25474.736
WA,2018,Oil products,GWh,2315.345
WA,2018,Small-scale solar PV,GWh,1337.558
WA,2018,Total,GWh,41589.638
WA,2018,Total non-renewable,GWh,38192.108
WA,2018,Total renewable,GWh,3397.531
WA,2018,Wind,GWh,1574.668
WA,2019,Biomass,GWh,129.815
WA,2019,Black coal,GWh,9958.443
WA,2019,Brown coal,GWh,
WA,2019,Geothermal,GWh,
WA,2019,Hydro,GWh,215.259
WA,2019,Large-scale solar PV,GWh,140.045
WA,2019,Natural gas,GWh,26308.907
WA,2019,Oil products,GWh,2358.755
WA,2019,Small-scale solar PV,GWh,1649.288
WA,2019,Total,GWh,42867.011
WA,2019,Total non-renewable,GWh,38626.106
WA,2019,Total renewable,GWh,4240.905
WA,2019,Wind,GWh,2106.498
WA,2020,Biomass,GWh,117.823
WA,2020,Black coal,GWh,9202.291
WA,2020,Brown coal,GWh,
WA,2020,Geothermal,GWh,
WA,2020,Hydro,GWh,190.36
WA,2020,Large-scale solar PV,GWh,313.88
WA,2020,Natural gas,GWh,26872.261
WA,2020,Oil products,GWh,2305.614
WA,2020,Small-scale solar PV,GWh,2051.517
WA,2020,Total,GWh,43568.178
WA,2020,Total non-renewable,GWh,38380.166
WA,2020,Total renewable,GWh,5188.012
WA,2020,Wind,GWh,2514.432
WA,2021,Biomass,GWh,113.652
WA,2021,Black coal,GWh,9575.976
WA,2021,Brown coal,GWh,
WA,2021,Geothermal,GWh,
WA,2021,Hydro,GWh,102.222
WA,2021,Large-scale solar PV,GWh,627.037
WA,2021,Natural gas,GWh,25427.312
WA,2021,Oil products,GWh,2327.411
WA,2021,Small-scale solar PV,GWh,2543.088
WA,2021,Total,GWh,44138.529
WA,2021,Total non-renewable,GWh,37330.699
WA,2021,Total renewable,GWh,6807.829
WA,2021,Wind,GWh,3421.83
WA,2022,Biomass,GWh,114.245
WA,2022,Black coal,GWh,8239.967
WA,2022,Brown coal,GWh,
WA,2022,Geothermal,GWh,
WA,2022,Hydro,GWh,76.479
WA,2022,Large-scale solar PV,GWh,793.818
WA,2022,Natural gas,GWh,26903.731
WA,2022,Oil products,GWh,2195.588
WA,2022,Small-scale solar PV,GWh,2959.594
WA,2022,Total,GWh,44809.72
WA,2022,Total non-renewable,GWh,37339.285
WA,2022,Total renewable,GWh,7470.435
WA,2022,Wind,GWh,3526.3
